card_id,credit_card_number,customer_id,status,issued_on,card_type,limit
2ad8c81b-1cf9-4680-bf7f-a4f233a6cfce,6253953170384045,2c80d926-e2f8-4d78-b867-c666018f5754,Inactive,2024-10-30 23:00:10,Credit,6500
d5e396f9-2ebe-4d37-a736-273f49d86194,2259581243451413,0fe06c24-a794-4c7b-aeda-0d2adbd50ef4,Active,2023-01-19 09:06:57,Debit,4000
92e40965-3d18-435b-8726-81a8f05caece,9427829988165770,891a98bf-ad5d-4dd6-a73d-a98ae069260f,Inactive,2024-05-17 08:41:52,Credit,2500
aca26571-b679-43a9-8554-141f30c47fc9,4657371410612801,be46805f-71ba-4045-a2e7-274309526b92,Active,2021-07-14 17:14:21,Credit,5500
168fd889-5f76-4a9c-808e-3935ea3960eb,9278827541815293,017f434d-379c-4d0c-9476-f79d92f00645,Inactive,2025-02-23 13:26:44,Credit,6000
928486f9-b3ad-4e58-ac40-424d2e111c68,9875997119303568,b250f078-90a6-46bc-ac37-32b7e412973f,Inactive,2022-02-21 22:45:12,Debit,8500
4a3aea2e-ceb7-44b4-af75-af17def45f89,1767485007201840,b7fc7e8d-a996-4af7-9197-5f790c57d5d8,Active,2024-02-08 04:22:17,Credit,2500
523595ab-c937-47ef-aef0-1d02680a9350,1018564816415502,cc57c96d-324c-4a79-b343-ad21f42ebc1f,Inactive,2024-08-08 03:05:23,Debit,4000
debb69a3-eb15-4620-b72d-84d300c633bd,5030865180936681,644c5529-1278-4f30-bdf9-edbd7423a2ef,Active,2021-12-19 06:45:36,Debit,7500
95487997-e848-4d90-b491-ac6e3c345adb,5576067020054107,a57c0be4-0457-49a8-9a0a-9f5efc00297f,Active,2025-05-26 02:44:05,Debit,1000
637827bc-6e45-46a6-aa76-8146b7295456,9966905487950600,2cf3a9a2-6601-49f5-9d3e-55957abfd0e8,Active,2024-08-24 21:13:26,Credit,3500
b6be3a4a-a794-4d05-8cf6-aca4859c4773,7968448237065091,ccfa2650-662d-4af4-8571-19975ff174a5,Active,2023-09-15 14:49:09,Debit,5500
191e345f-69b4-4187-9689-252b43468f3f,6055562491313421,35c74d46-ca9e-4dc3-9810-f7ea09174f8f,Active,2022-02-26 11:24:46,Debit,7000
75b07051-3d53-4428-bc71-1ae90f88923d,8795650492691546,abe441ad-b090-4efa-8199-9772144a69f3,Inactive,2023-01-24 21:11:54,Credit,3000
ab2db05d-f0a7-48fe-b609-ee785da6e29c,3209092323294816,fd9c43bc-a914-44d5-b8c2-ae3ead906331,Active,2024-07-30 18:25:28,Debit,8500
bfb486a2-827b-44ab-8ed5-be661f7384dc,5582591648945767,60920720-8562-454b-86db-b71a82fabd8e,Inactive,2024-02-18 02:36:26,Credit,7500
187f3f1a-c7b1-44f9-94c6-8d8da502e602,2581257790157391,cace50cd-257c-4aad-981c-5b7960f7472f,Inactive,2022-08-02 14:48:41,Credit,8500
0231c9e6-5408-4bba-b667-725576eca611,1720759188293822,608e94a3-0c3a-4790-9e3a-d4af46571f91,Inactive,2023-08-20 17:49:32,Credit,9500
fcd51059-196d-402e-a2f4-a736a3023d21,4487671675597970,08dd6a36-165e-4262-be75-28e6266734f1,Active,2022-02-22 04:26:28,Debit,2500
5210ba37-4eb5-462c-b8cf-da24646f1e59,3926848313184873,a6375f63-779c-4550-8078-8da8a061beac,Inactive,2023-12-17 00:41:00,Debit,5500
cd97c763-96a5-48ce-8c04-8fe730d868da,6509420086553237,5c7c19be-b565-49a2-aa61-c6f27f03edc5,Active,2022-10-25 15:01:37,Credit,9000
acc9083b-3d86-4629-b281-2a2a0d1b9764,9729612486125155,5c3ea432-7a44-4b6a-8690-b1fd30c59269,Inactive,2022-06-04 16:44:33,Credit,8000
8d64f041-a5d0-4447-ad24-96a46bf8dd0b,2167147093815944,a79d81c8-2958-4242-8015-cc750598108e,Active,2023-05-18 15:36:06,Credit,2000
91e100be-3399-45a2-b254-aa2cbf843324,5235751650776788,52e2cecd-ab8d-4608-a533-a1e43d51c8bd,Inactive,2022-04-27 11:02:25,Credit,5500
1e2d0720-26c0-4584-867a-0cfdea3e4f0e,3577900627277481,98832ce4-0ee1-40ac-b148-6b099368ccbb,Inactive,2024-04-29 23:52:11,Credit,9500
168d59d4-9f88-42a0-9edc-47d866351ba1,3223824193040574,ab1c3cec-3cb6-4de9-8dac-7d8af211d8d9,Inactive,2024-01-28 07:39:14,Debit,3000
8d47ee49-27da-46ff-8745-95b99da8485e,5789384302458385,f7adcfed-0434-4039-9aac-708c270122b7,Active,2023-10-15 19:18:09,Debit,1000
afcbb94c-becf-485a-8585-d29ef05384c0,2269090661682804,2cfd08e6-61be-4bac-a401-053e2b4b2809,Active,2023-02-01 15:02:34,Credit,7500
7131e849-cabd-4d3a-bcdb-e3b7de8bcdf0,6964924282531036,ef56018f-4a98-44f2-88b8-d30308298f6c,Inactive,2021-05-12 01:37:06,Credit,1000
1703bebc-26a5-467a-8c5b-53a30aa834bc,2794544244383698,f19d3017-da1e-491c-8c7d-6b4ba9598224,Active,2022-05-23 06:48:51,Credit,7000
a06d7661-51fc-469b-b5dd-74fcbcdf0a7a,1440658278051726,2c73f2bd-299e-49a8-9f86-013f0bc42296,Active,2024-12-15 14:08:52,Credit,4500
1e8cac79-e344-435c-9d4d-4694775b5afb,5739840474243353,ffd5d637-ad72-46d9-b393-cec0a9828ba2,Inactive,2023-05-06 16:18:45,Debit,4000
dbce96ab-26fc-42f1-8f05-26895e9c5a07,9984597350597805,f7164d3d-8e55-4953-a918-e6ccd16990df,Active,2022-05-08 05:11:37,Credit,9500
15939d3c-cace-408c-a3a4-4069b9fc0a64,8174735465392538,f4d35988-4597-41c9-b528-863ac3450beb,Inactive,2025-04-06 19:06:14,Debit,6000
e4bcdc41-f054-40a3-81fc-d15a3695a2f7,7885798424561261,3b31c52b-ae7c-4f2b-89b6-2c9c360f5051,Inactive,2024-05-23 06:56:18,Credit,5500
e790e33e-1b8a-4918-9efa-275b8f6faf6a,2214206094923396,1b184193-0c93-489a-9369-33ee1535c960,Active,2023-11-05 07:28:49,Debit,1500
88837960-ec2c-400d-8471-2840f43316ce,3477329398102597,fbfea9ae-31a1-4fdb-a162-7e21cb31948e,Active,2025-02-14 10:39:27,Debit,7000
eacbca7c-a000-432c-81b9-72ff2add0a35,4597405621304377,2cca8060-938b-45d8-b011-71f08520e2ee,Inactive,2022-07-14 01:13:09,Debit,8500
231d4040-cffe-4de6-a4e4-c34ad010b270,3686126224228609,80b9c87c-3154-4935-8b8d-a4effd3609d2,Inactive,2022-04-28 04:24:36,Debit,9000
dd804978-648a-40d7-9441-f343523f4bc4,8563152063393984,768bb597-ac53-4eb1-af03-df0b9f2ff174,Active,2021-04-03 17:01:42,Credit,8500
b12558e4-ed1e-45ad-be40-5c900a482b5c,2207848934989146,aa2138ac-a1b3-42db-9f4a-492b5b95d28f,Inactive,2024-07-25 08:03:08,Credit,8000
b7bc1dcd-d78a-428e-a993-0149e83bf090,3582706389380580,438b06df-2232-45e3-9a41-2b708f580b50,Active,2022-04-07 09:11:07,Credit,3500
30ed86bb-333e-4f92-a1e3-21732450a0af,4527272363715543,b708cf10-39b2-42cc-8513-3756885ff273,Inactive,2021-08-16 20:57:00,Credit,3500
b20050b0-f574-4878-bce1-6cd9a9c7ebf2,8262171776835880,cc2c9244-b6f2-4e1b-aeb2-984fd9a6de96,Inactive,2021-01-30 13:14:50,Credit,4000
c171ea98-ca77-4774-83ec-000183c5798f,7996506226366510,4f6277d3-0b66-4df1-94cc-01af7770a366,Active,2021-12-18 09:15:35,Credit,8500
fe754e68-0c90-4cd2-9070-4ed2e793b0e1,4594358241687812,4be70c14-a6c6-4b9c-95d6-430e0b0318b9,Inactive,2024-01-12 15:15:59,Credit,3500
a30a329a-0c02-4a48-a63e-d7c79c08c3ec,3020797902208304,74143def-0765-4269-92ed-bed64186b5d9,Inactive,2023-02-07 10:13:47,Debit,3500
bc518a74-cbd0-487c-ac84-eac68d4a8096,9538237126900232,6e562f5f-ee3b-4f44-a8a0-e323e6e45836,Active,2025-02-04 14:11:58,Credit,4000
f453cc6b-0ed5-46e2-be62-9ed00b764fc7,8554272871555293,91a488d4-b3f7-4b34-acf1-e7847c3c6e0a,Inactive,2022-12-15 17:36:15,Credit,1500
83b90e77-06e4-48ea-88a1-84809b8058bf,9858941638079643,add6ee90-4c80-4a14-9e62-5c006e893268,Active,2023-12-21 13:57:38,Debit,5000
e7d3652a-3aac-46d7-b06d-934a6721568e,3270255596754524,82793d02-6b6c-4494-9f29-1890f3a6ff77,Active,2025-02-11 11:04:49,Credit,2500
627034d6-b4ed-4fde-9fe8-5701e11eb492,8054164365586685,c167ef0d-2c45-4153-bb03-95630674a465,Inactive,2023-07-21 12:41:45,Debit,4000
74e7e084-1b0c-4671-a65d-e73ee458c0a1,6396899743169759,86ae221d-9997-4766-9a5d-5f480f0315f5,Inactive,2021-12-15 19:01:33,Credit,7000
6ac43039-7950-42ec-ae93-3306ae0f31cb,4682094772210929,b96c86b7-af24-4db8-a1ef-19308a924a8f,Inactive,2023-06-14 10:40:39,Credit,3000
56c79005-79c9-4a29-8b44-7a24b4571075,5104201555505384,3a77238c-482a-4cc1-ba23-f1b498542e28,Inactive,2021-06-18 00:45:22,Credit,8000
4057feb4-75c9-4cc7-bcaa-c93d63db0ba4,3141552080434337,9d95eb0a-60c7-4273-8158-a09f18a9870e,Active,2024-11-03 03:50:22,Credit,9000
b5908bbe-67c3-4cd7-8caf-59a4442137c4,7275385385659424,b8ef8b83-2aac-4be0-8420-3c1aa6ad2418,Active,2021-10-07 19:47:25,Debit,4000
733d166a-ecc5-40c7-a453-f02122e16802,8165424162161044,8b514a44-6a9d-45b1-b31e-c76df3b0e117,Inactive,2024-05-19 01:00:19,Credit,9000
80c53b95-e0aa-41eb-b60c-e82f6b9ae178,9879769969254932,977d566e-c502-4e2d-87ae-c9817864f048,Active,2024-07-04 07:29:09,Credit,8000
45ad1037-a297-481f-b4a0-6905ce1fd44c,8333753207144829,ab070ff3-9977-4df0-9de1-6d198875edc0,Active,2021-06-12 23:28:32,Debit,4000
cb9d8cd2-bbf9-4622-a9ec-2c8a362f8283,6868946116534801,a20d53dc-e6c9-41f5-be36-1d7b121cc585,Active,2021-08-03 17:29:06,Debit,4000
2ed64c29-4de4-4ad8-81d5-f95fc9051399,8687149797841233,98d012c4-5ca8-405a-86bc-a694f9e58146,Inactive,2024-01-13 08:40:33,Credit,2000
81ab241e-e223-4ed6-bacf-b2b594f45b7e,2907264268705303,4c71b6ad-7886-46e1-b39d-1586ad84e9bf,Inactive,2023-05-21 23:03:02,Debit,8000
8cb8fc8e-26c2-4ffe-8f20-6589c7e1553a,8210010593236762,d0364216-2931-429f-bfa5-2a0a0a361e52,Active,2024-07-19 21:26:09,Debit,1500
68eb1ebc-9400-4be7-bd09-23721ec0f9d5,3868660290396122,4c0a0054-efc3-49ee-9d02-d871162d4f75,Inactive,2024-04-08 00:41:16,Debit,7500
bb422212-54c0-4cd3-9923-0e2969afb3f3,3962513814365476,dbfb9d7d-5132-409f-b156-2103d5f9b184,Inactive,2024-07-27 23:20:24,Debit,5000
7c430d69-b087-4a80-a324-ed184ce02ead,8210585983619154,45ce5dda-c81e-4a7b-ab1d-32bd06fc0622,Inactive,2022-06-28 13:34:59,Credit,9000
cceb5aa4-3986-4277-9f9f-b5a32293cc73,2972963603793739,f2d94d29-f959-451e-9dd2-2ac54a5f5977,Inactive,2021-02-28 14:06:25,Debit,6000
5bc79060-ed90-41bf-8e0c-927f41b897ed,1908397325054560,3fadda2e-7847-4f57-a851-a277f5daf106,Inactive,2025-01-13 11:20:41,Credit,6000
a5c98d5f-5625-432f-99a5-13a18dda1931,1322219120884198,adfbe7af-d076-4a68-99e3-74ad8e8c1e5a,Inactive,2023-01-14 17:58:13,Credit,7000
44eac35c-d5c3-498e-8a33-dd4986ac0d1c,1931276953059611,305de1bd-7c44-4095-8ad1-3ee01f36fbb7,Active,2021-11-18 00:08:29,Credit,1500
8b746ebf-cc34-4db8-ac48-4582696f9dc5,7989293008565033,ebf6d9e5-276b-4030-8ca4-bd835043e282,Inactive,2022-03-19 16:18:26,Credit,7500
2164e4ae-8a7b-430a-bcee-947b8cab4f17,8531697284405973,50b321e6-8f84-4929-854b-7c28b286f831,Inactive,2021-05-20 16:36:34,Credit,8500
63daba5b-9c3a-4cd1-a956-ec86ae6e52ec,3459726508481016,bf479eb9-6339-495c-bbd5-1808ac351c09,Active,2024-09-24 04:39:04,Credit,2500
52755bf9-53a8-4866-b4e3-e002113e7a0c,2164212816938978,409f3af3-0130-401b-940d-1ef96e4cb96d,Inactive,2023-09-30 16:56:24,Debit,5500
55badded-0ea2-46a8-a441-25e743e178e4,7539445881031718,437f8489-de56-441e-b83b-d506ae2f752a,Inactive,2024-12-20 14:43:26,Credit,3000
36705612-9b27-4832-a3ed-697baeabfdf9,7775521833928963,6dc035fc-2ea2-4488-8d69-dbe6d343d6c9,Inactive,2022-06-10 19:24:48,Credit,3500
3fe2876d-76a3-49a8-aac2-e6ad5003a476,8209605105046053,26aee33b-be0a-4a09-b57d-ae733b8e68bc,Active,2024-07-14 23:38:25,Debit,3500
f4500078-ca1a-45de-aef8-ad47eab1c338,2309976285697554,e8792f4c-b043-4dc5-b232-76697e27f91a,Active,2023-12-26 14:29:46,Credit,4000
c8004c6b-bfd2-4abe-84dc-d9112d11489e,2312010459943069,d811995d-e2da-4a15-bff1-f510feb0e770,Active,2023-09-12 06:49:44,Debit,4000
22b5b870-4076-413a-8823-0e4cd6ef4cc1,8671520187272669,5ea1e0ae-61ba-4949-820f-0563f540f6c9,Active,2021-05-20 01:21:42,Credit,5000
608456c1-f928-4452-af01-3a73c7508a1f,6217645707129996,09585166-029d-4fa5-bc21-feb2b3a5f169,Inactive,2023-05-28 00:10:12,Debit,5000
56d7ba28-58ee-4c78-a94c-a4a01cc6186a,5676774424184318,b0b780b6-e8d1-44c9-9167-cddabf01d06b,Inactive,2021-12-05 08:15:02,Credit,9500
144216aa-42d2-40de-9a86-61bbe176846e,4218087481749423,d525d7cf-1e8b-4f42-9f87-753d49186eb8,Active,2021-01-03 16:28:39,Credit,5500
bac76f22-1704-4586-b8bb-77bfef1ddc07,7975530895604353,aa19a96e-d4c0-4beb-90d4-69da65efc412,Inactive,2024-11-21 09:21:49,Debit,3500
9ae08584-abc1-4d06-a5d1-e1df2afc9b62,9840791333035544,1f405d3b-957c-496c-98af-4df2c616d8a5,Active,2021-07-18 17:36:35,Credit,9000
8c4d5a97-d3c3-4063-8d5b-3e93e1463605,8236300555455263,03de304b-14f1-4653-b201-41f688450b66,Active,2022-11-29 20:05:43,Credit,3500
9824feb1-a33f-47e5-9f0a-83cef302db5d,8551289728780650,de006923-57f4-48b2-a046-8fd92e3864b3,Inactive,2023-06-18 13:11:20,Credit,4000
804dc5ff-38e9-47e3-a78a-7842ad51c22a,6976729761324722,76f232cf-be17-42f5-ae59-f47f25e71821,Active,2022-07-01 15:46:23,Credit,8500
2ebb77cf-15e6-48d4-82e8-10f6d3b1f894,9656151580221475,6b15b891-5d16-40af-950c-1a4874ecec91,Active,2022-02-21 09:20:11,Debit,5500
05b8ff43-f9d7-4434-b532-b7dc2a520646,4316655519737527,d1144001-518f-487a-a864-b0bdbedbcaaf,Active,2023-08-31 22:30:49,Debit,3000
ba13d867-6a20-4f48-bb70-cdd9c8c3b997,2564649867269389,fe82cab7-d280-4d0c-b281-ea5494b1d7cb,Active,2022-12-15 10:21:03,Credit,6000
6fd8458f-577c-42d0-9c1d-d41044423936,9837139272869807,9aa60b0b-bde4-4d25-859c-f02d13336f76,Active,2022-03-09 12:32:13,Debit,6500
985e7c9c-a2c9-4119-9b63-42d91d0aa646,2702373021406722,26aea1e3-8490-4517-856c-72bd8715f089,Active,2024-10-30 07:10:33,Credit,1000
c7a370d3-8758-4bc3-b128-ed6a0598ce12,9577091021900179,6e4a483f-4769-45fd-aea9-29a2dfcceaf1,Active,2024-04-20 02:57:40,Debit,2500
20ac2e46-3169-4057-9d3f-60e23e19ecc0,2889876840405476,c1a7f658-050e-464b-8ce8-caa4486f2fbe,Inactive,2022-09-25 06:51:14,Debit,2000
881be52f-ef17-4f97-8e0a-c40e65540a10,7552376001322806,ed8b8dff-d0d1-46ea-af50-3f3d142dcd70,Active,2023-02-21 08:29:21,Credit,1500
e8abcfdb-6a2c-47c2-b8e6-104387ee07f9,8462280967027153,833eec57-c086-4555-9e7d-811f97bfc613,Active,2021-06-29 23:26:37,Credit,6000
6d7e68e0-915e-4038-acea-1f5e3a4ec54d,5290616217258478,dd9966fe-b389-472f-908c-686ee231efb7,Active,2024-06-18 21:54:41,Debit,6500
71781bef-5469-4323-aba4-a6d50a8a299d,1857859857898227,ca33d0fc-7304-487c-8e6a-2310dcd2eedf,Active,2025-04-17 04:04:08,Credit,2000
f3f4dd6a-547b-4085-bd40-40764a959ba8,6689835745544866,49c0498a-6d80-442a-be8e-9c93c352caff,Inactive,2023-10-26 14:51:24,Debit,5000
16b0de5b-4dc2-40cf-b82b-af5095ed8cc0,5830940736363127,4d650185-0233-42ac-92c9-e54225d4cb58,Active,2021-09-30 04:51:39,Debit,9500
b112b51a-a599-45b6-b93d-2dace9aeca89,4057114416101896,f7d6551e-b897-4a6f-9696-b984eec5f446,Active,2023-04-12 13:11:01,Debit,5000
f5378863-ce85-4d81-bbf8-e1cab9f82398,9777197148759379,b5e89c80-831d-494d-82a9-052e6c2c9ec2,Active,2021-01-07 16:14:41,Credit,9500
371a9ec6-2632-4ce0-89f5-c091b438f9b1,7207177323534121,e147ada6-f469-4c1f-ad4d-f756743eeb80,Inactive,2021-11-16 23:09:10,Debit,6000
1dc45b3e-7c8b-4fb0-aec6-91ca78365976,3473450779252174,4401be31-8db9-4d2a-a90e-b30fbe71a0b7,Active,2023-10-02 18:51:17,Debit,4500
46ec5bfa-5479-4019-87f8-aecd2ffbb58c,8234726072902541,dcbed725-21b6-4eca-833d-6bba163b85e4,Active,2024-04-19 05:54:41,Debit,6500
7408941d-0bcd-4fc3-a658-639e734fea22,5102975812780241,282f2357-8bfa-4aec-9a1c-0c50e86c1f37,Inactive,2023-01-23 04:30:59,Credit,4500
b0515bcd-616e-4c0f-89fc-ae99e6b6fad0,9784684239095769,a770ed5f-b37a-48de-80d4-0dc886d0ad0d,Inactive,2024-01-19 09:37:15,Credit,1500
c7d5a21f-ff3e-45a9-9e7e-9342745bdf95,3991128554060336,a2dd4ebc-bc1b-42ca-88bd-ae8b9f154138,Inactive,2023-11-16 01:59:11,Credit,4500
76c5b3ed-3af4-45c2-84d9-fd78703291d0,7984370589317154,ddf1a1df-e9af-4f0c-b2bc-9647ac6e152d,Active,2024-12-17 16:05:34,Credit,5000
416aa7b3-e3fe-499b-8006-d9f898dc097e,7118422391567725,bccb04f9-6acc-4d4a-91cd-19c9ff9714eb,Active,2022-03-20 15:10:56,Debit,4000
85ec4d2a-fcab-48ce-b943-f814e675b264,3405213320632587,8cc3eaa8-d36f-4cc5-bbd5-84d9ba0ad176,Active,2025-04-05 14:34:50,Credit,9500
678d15b7-4184-487a-94ba-f43aaee9c76b,2104972371558998,acdfbbe6-208d-4ff8-94d2-46ff7dc69743,Active,2024-07-25 09:42:27,Credit,5000
1468bd80-f665-4cff-962f-0fc1262415d3,8251103165709536,10e55f09-9545-4226-9d08-bb1a0e9461bb,Inactive,2022-06-11 18:33:15,Credit,6500
0452529c-9fd7-4ed6-aa8b-e792229c346a,4919926560505356,8e3c86cb-54ad-45fa-9739-07067f0707c8,Inactive,2023-03-30 13:21:59,Debit,6000
83cd03de-0329-40dd-8134-bac2df258f5f,4856491280295034,61d337bb-7f54-43c5-a30e-32bf7fa9d1c1,Inactive,2021-03-17 11:17:10,Debit,4000
78a6a7dc-5412-4f90-a737-29a77f73d786,2528263053941895,6bcc9b20-ee34-485a-9482-b569016384d9,Active,2021-04-23 16:16:49,Debit,1000
62f0be7a-eb14-457f-bf63-0fa6e2f3e7fe,1017515696977161,702581e9-d8d4-4105-b7c5-597cc6f40eec,Active,2021-12-04 09:43:15,Credit,9500
e67b2de2-628f-4f0d-a92c-6546d6193663,7888294086557778,a0015ded-39d8-4e74-9194-d99bee7f9a58,Active,2022-03-03 16:37:59,Debit,1500
fc8faf9a-a618-4a14-b017-f0129807a812,9861178089973282,5b1fb9ce-4dd7-4ece-9cef-bdce36bb10dd,Inactive,2023-04-22 14:49:47,Debit,6000
ccf4911d-c74c-4df4-b7e3-f17fbdd51dbc,7909504017434274,17bf7578-d85e-4bb0-90ed-102d6762adf6,Inactive,2025-02-09 10:57:44,Debit,8500
366b4404-ca17-4aa5-810c-0da43e283680,5612747474922143,edc93244-01ad-4525-b5b1-045eff08dc79,Active,2024-11-27 02:37:15,Credit,1000
35f3849d-e6f9-4158-b60e-8e2b57c1b001,3648857633189549,5221e808-3d1c-468f-867f-ed3f9c14e77f,Active,2023-05-18 21:14:25,Debit,3000
fa48e5c6-575b-4d85-9bf8-aead09d8d61a,9069267976523229,1b383863-ab1f-4357-a7c4-9d70b7635110,Inactive,2025-05-19 06:36:56,Credit,9000
cece0449-58c3-4aaa-9d6f-5c708e6e71c1,1039845518144767,4debf289-1d3e-4341-9bbd-401fda40f8ad,Inactive,2021-06-27 01:17:06,Debit,4500
256381aa-f063-49b7-a919-66f50f67c5c0,5319523508518342,56c936a1-15a8-4caa-9311-ae8bf16e4910,Inactive,2024-12-19 12:25:04,Credit,4500
d61e68c9-abaf-462d-9ab4-8820a74cf2a5,1662725084530851,9a62d88c-5583-4b98-bff0-1f65cb10f2b2,Active,2022-06-27 10:33:45,Credit,7000
cc47b6cf-838e-4be2-88d9-e521f09518d3,2911872031257627,00838abe-a29f-4eea-be18-f5f16de1ab7d,Active,2024-03-19 14:08:35,Debit,3500
7d3c03aa-ac92-4c62-8163-8bedcc07783d,1870479460488361,17d66619-d1eb-4e8e-be77-56a51bab7a88,Inactive,2022-11-24 00:05:26,Debit,6000
c3cc27c2-86e2-4f70-8607-0a42d063448a,1782675075292995,9dfd2287-30ea-4336-9c0c-3055893dfbbf,Active,2023-10-24 14:02:36,Credit,3000
63d825e0-173c-4029-b739-cffedc66239e,4586671535349095,8c724d98-309e-4b6a-bdca-c8903458d3c7,Inactive,2022-06-03 20:33:50,Debit,5000
ff2683e1-5e86-43ae-bbde-546c1a310b8b,5957275625704552,b94fd29c-1902-4373-8d61-da624314a565,Active,2023-05-22 13:29:50,Credit,6500
c05fd1b1-bea0-4832-9831-15a83a571f05,7331533694061967,5589f964-239a-42fc-9ba3-6ebf7fbe1e53,Inactive,2022-09-19 15:45:57,Credit,2000
018977f3-5129-438e-b8f9-cdb7ddf43918,7109646405877116,ec161f9b-7184-43ef-bef5-dcf138de181e,Inactive,2023-03-04 04:09:18,Credit,4500
1ed84161-c5e3-4097-9f56-536811b0836a,2801069608651716,08938019-c0bb-48fa-bafd-c84201e37e79,Inactive,2024-04-06 20:43:28,Credit,2000
ae837efb-9b09-4265-a7c6-54bb2ba0f8ff,7395315472082519,e5706423-708a-4bc8-b708-fac64733b8eb,Active,2025-02-26 12:30:09,Credit,6000
87f30643-e214-465d-9fbd-e50ff4dfb914,5214641930016259,26b2b226-bf50-412d-95ce-ec1219f078b0,Active,2022-03-30 18:18:09,Credit,3000
4e0778e3-c22a-43da-aa65-363f4e504b9c,8347852082494844,034b2792-4c50-46d0-a3d5-87f06c3b2f1f,Active,2022-02-24 15:46:27,Debit,3500
e680a780-b1a2-4de3-b2b6-5062e5b19448,1676460508451656,393c85c8-2a2a-4f24-8e06-550094f542be,Inactive,2022-01-09 17:04:22,Credit,4000
566345ef-0741-456d-a127-f48b32cda0b9,8698766393075971,780af3e5-0559-4604-b9fc-ae10286f4a17,Inactive,2024-11-11 17:21:58,Debit,7000
55ef604d-c85f-4856-a39a-b66b2ac613f5,3294775502832231,9f7d8582-bf5f-43cb-b9a8-d7a6e7a9835a,Active,2025-03-21 07:40:18,Debit,3000
5346827a-1854-4eb9-b1b0-812b0d4a8d4a,4162623626052023,ebeb3074-a2fd-484c-be1a-6cfd9f11fb65,Active,2023-10-03 03:22:20,Debit,9500
652db61d-5524-4b20-aacc-26079d85bab9,9493437727626318,bc2d891b-6727-480c-8e06-6662710e8fd0,Inactive,2021-12-09 01:28:23,Debit,2500
a23bef45-a458-47ca-b12a-e874cdfdbbf8,3742225647908567,bcfe947e-2083-49f9-a816-8b78550140d7,Inactive,2024-07-22 01:47:43,Credit,9000
